練習問題セット,設問,生成日時,カテゴリ,正誤,正答,あなたの回答,出題内容,選択肢A,選択肢B,選択肢C,選択肢D,選択肢A ヘルプ参照先,選択肢A ヘルプ参照先URL,選択肢B ヘルプ参照先,選択肢B ヘルプ参照先URL,選択肢C ヘルプ参照先,選択肢C ヘルプ参照先URL,選択肢D ヘルプ参照先,選択肢D ヘルプ参照先URL,選択肢A テキスト参照先,選択肢B テキスト参照先,選択肢C テキスト参照先,選択肢D テキスト参照先,対応試験
2,33,2025/10/15 23:06,管理者設定,誤,ACD,,"cybozu.com共通管理の設定で、正しいものをすべて選びなさい。","ログインのセキュリティ設定では、SAML認証を有効化できる。","外部サービスとの連携を有効化できるが、ユーザーごとの連携利用設定はできない。","ユーザー管理のプロビジョニングで、Identity Provider（IdP）を用いて、cybozu.comのユーザー情報を管理できる。","組織間のアクセスを禁止すると、所属する最上位組織が異なるユーザー間では、互いのプロフィールを閲覧できない。",管理者の種類,https://jp.cybozu.help/general/ja/id/0207.html,管理者の種類,https://jp.cybozu.help/general/ja/id/0207.html,管理者の種類,https://jp.cybozu.help/general/ja/id/0207.html,組織間のアクセスを禁止する,https://jp.cybozu.help/general/ja/id/020164.html,5-2-1 セキュリティの設定,5-2-3 外部連携,5-2-3 外部連携,5-1-9 組織間のアクセス権,2024年10月31日改定
2,34,2025/10/15 23:06,管理者設定,誤,ABC,,"スペース管理において、kintoneシステム管理者ができることとして、正しいものをすべて選びなさい。","参加していないスペースに管理者として参加する。","ゲストスペースを含むすべてのスペースのライセンス使用状況を閲覧する。","スペースの一覧からスペースごとの管理者数や設定の最終更新日時を確認する。","スペースの一覧をCSV形式でダウンロードする。",スペースの一覧を確認する,https://jp.cybozu.help/k/ja/id/04073.html#space_admin_manage_spaces_30,スペースのライセンス使用状況を確認する,https://jp.cybozu.help/k/ja/id/04073.html#space_admin_manage_spaces_20,スペースの一覧を確認する,https://jp.cybozu.help/k/ja/id/04073.html#space_admin_manage_spaces_30,スペースの一覧をCSVファイルでダウンロードする,https://jp.cybozu.help/k/ja/id/04073.html#space_admin_manage_spaces_40,5-3-3 スペースの管理,5-3-3 スペースの管理,5-3-3 スペースの管理,5-3-3 スペースの管理,2024年10月31日改定
2,35,2025/10/15 23:06,管理者設定,誤,C,,"ユーザーの追加に関する説明で、適切でないものを1つ選びなさい。","CSVファイルを読み込んでユーザーを一括登録できる。","ユーザーを追加するときは、表示名とログイン名の入力が必須である。","追加するユーザーの所属組織を先に設定しておく必要がある。","CSVファイルを使って新規ユーザーを一括登録する際のパスワードに、「*」（アスタリスク）を使用すると、有効なパスワードが設定されない。",ユーザーを追加する,https://jp.cybozu.help/k/ja/id/040138.html,ユーザーを追加する,https://jp.cybozu.help/k/ja/id/040138.html,ユーザーを追加する,https://jp.cybozu.help/k/ja/id/040138.html,ユーザー情報のファイルフォーマット,https://jp.cybozu.help/general/ja/id/020155.html,5-1-6 一括操作,5-1-2 ユーザーの設定,5-1-2 ユーザーの設定,5-1-6 一括操作,2024年10月31日改定
2,36,2025/10/15 23:06,管理者設定,誤,B,,"ライトコースで、kintoneをより安全に使える対策を実施する際、【ア】および【イ】に当てはまる単語の組み合わせとして、正しいものを1つ選びなさい。

接続できる端末を制限する【ア】オプションと、
「ユーザーだけが所有しているモバイル端末」を用いる【イ】が用意されている。","【ア】：IPアドレス制限
【イ】：2要素認証","【ア】：セキュアアクセス
【イ】：2要素認証","【ア】：IPアドレス制限
【イ】：二段階認証","【ア】：セキュアアクセス
【イ】：二段階認証",アクセス制限に関するセキュリティの概要,https://jp.cybozu.help/general/ja/id/02043.html,アクセス制限に関するセキュリティの概要,https://jp.cybozu.help/general/ja/id/02043.html,アクセス制限に関するセキュリティの概要,https://jp.cybozu.help/general/ja/id/02043.html,アクセス制限に関するセキュリティの概要,https://jp.cybozu.help/general/ja/id/02043.html,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,2024年10月31日改定
2,37,2025/10/15 23:06,管理者設定,誤,ABC,,"kintoneシステム管理の「アップデートオプション」の説明として、適切なものをすべて選びなさい。","月例チャネルでは、月に一度の定期メンテナンス時を基本のタイミングとして、新機能が適用される。","月例チャネルを選択している場合、「常に無効化をデフォルトにしておく（アップデートを延期する）」オプションを利用できる。","最新チャネルでは、月例チャネルで提供中の新機能に加え、より多くの新機能をより早い時期から利用できる。","最新チャネルでは、「リリース予定の新機能の先行利用」と「開発中の新機能」の対象機能について、すべて自動的に有効化される。",月例チャネル,https://jp.cybozu.help/k/ja/id/04050.html#new_feature_new_feature_overview_1020,月例チャネル,https://jp.cybozu.help/k/ja/id/04050.html#new_feature_new_feature_overview_1020,最新チャネル,https://jp.cybozu.help/k/ja/id/04050.html#new_feature_new_feature_overview_1010,最新チャネル,https://jp.cybozu.help/k/ja/id/04050.html#new_feature_new_feature_overview_1010,5-3-7 その他の管理,5-3-7 その他の管理,5-3-7 その他の管理,5-3-7 その他の管理,2024年10月31日改定
2,38,2025/10/15 23:06,管理者設定,誤,BD,,"グループ（ロール）で所属ユーザーの設定を行う際の説明として、誤っているものをすべて選びなさい。","グループが静的グループか動的グループかによって、ユーザーを追加、変更する方法は異なる。","静的グループでは、役職や誕生日などの条件を指定してグループを構成できる。","ユーザーの所属グループ（ロール）をCSV形式のファイルに書き出すことができる。","初期設定では、cybozu.com共通管理者を指す「Everyone」グループが自動で作成される。",グループ（ロール）を設定する,https://jp.cybozu.help/k/ja/id/04061.html,グループ（ロール）を設定する,https://jp.cybozu.help/k/ja/id/04061.html,グループ（ロール）を設定する,https://jp.cybozu.help/k/ja/id/04061.html,グループ（ロール）を設定する,https://jp.cybozu.help/k/ja/id/04061.html,5-1-5 グループ（ロール）と所属ユーザーの設定,5-1-5 グループ（ロール）と所属ユーザーの設定,5-1-6 一括操作,5-1-5 グループ（ロール）と所属ユーザーの設定,2024年10月31日改定
2,39,2025/10/15 23:06,その他,誤,A,,"ゲストユーザーライセンスを契約するときの最低ユーザー数として、【ア】および【イ】に当てはまる組み合わせで、正しいものを1つ選びなさい。

ライトコース：【ア】
スタンダードコース：【イ】","【ア】：1ユーザー
【イ】：1ユーザー","【ア】：1ユーザー
【イ】：5ユーザー","【ア】：3ユーザー
【イ】：5ユーザー","【ア】：5ユーザー
【イ】：5ユーザー",料金,https://kintone.cybozu.co.jp/price/,料金,https://kintone.cybozu.co.jp/price/,料金,https://kintone.cybozu.co.jp/price/,料金,https://kintone.cybozu.co.jp/price/,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,2024年10月31日改定
2,40,2025/10/15 23:06,その他,誤,AB,,"「ポータルの設定」画面で、kintoneのシステム管理者が変更できる項目について、誤っているものをすべて選びなさい。","ユーザーごとに表示するポータルを変更する。","「ポータル」に表示される「処理済」の一覧を非表示にする。","「ポータル」に表示される「お知らせ掲示板」を非表示にする。","ポータルのカバー画像を変更する。",ポータルのカスタマイズ,https://jp.cybozu.help/k/ja/id/04069.html#portal_customize_portal_30,ポータルのカスタマイズ,https://jp.cybozu.help/k/ja/id/04069.html#portal_customize_portal_30,ポータルのカスタマイズ,https://jp.cybozu.help/k/ja/id/04069.html#portal_customize_portal_30,ポータルのカスタマイズ,https://jp.cybozu.help/k/ja/id/04069.html#portal_customize_portal_30,6-1-2 ポータルの設定,6-1-2 ポータルの設定,6-1-2 ポータルの設定,6-1-2 ポータルの設定,2024年10月31日改定
2,41,2025/10/15 23:06,その他,誤,BCD,,"プラグインを利用する際の説明として、正しいものをすべて選びなさい。","プラグインを利用する際は、はじめにアプリ管理画面でプラグインを追加する。","プラグインごとに、アプリを指定して利用を許可できる。","プラグインごとに、スペースを指定して利用を許可できる。","自分で作成したプラグインを利用できる。",プラグインを追加／削除する（システム管理）,https://jp.cybozu.help/k/ja/id/0408.html,プラグインを追加／削除する（システム管理）,https://jp.cybozu.help/k/ja/id/0408.html,プラグインを追加／削除する（システム管理）,https://jp.cybozu.help/k/ja/id/0408.html,プラグインを追加／削除する（システム管理）,https://jp.cybozu.help/k/ja/id/0408.html,5-3-7 その他の管理,5-3-7 その他の管理,5-3-7 その他の管理,5-3-7 その他の管理,2024年10月31日改定
2,42,2025/10/15 23:06,その他,誤,ACD,,"kintoneの検索機能の説明として、正しいものをすべて選びなさい。","アルファベットの大文字と小文字、および全角と半角は区別して検索できない。","添付ファイルは、ファイル名のみを検索し、ファイルの内容は検索しない。","複数のキーワードによる検索では、OR検索やNOT検索はできない。","全体検索とは別に、特定のアプリやスペース内に範囲を限定して検索できる。",データを検索する,https://jp.cybozu.help/k/ja/id/040689.html,データを検索する,https://jp.cybozu.help/k/ja/id/040689.html,データを検索する,https://jp.cybozu.help/k/ja/id/040689.html,データを検索する,https://jp.cybozu.help/k/ja/id/040689.html,6-3-3 検索の注意点,6-3-3 検索の注意点,6-3-3 検索の注意点,6-3-2 検索範囲を限定して検索,2024年10月31日改定
2,43,2025/10/15 23:06,その他,誤,AD,,"kintoneのディスク容量の説明として、正しいものをすべて選びなさい。","有償でディスク容量を追加できる。","ユーザーごとに、使用できるディスク容量の上限を設定できる。","ゲストユーザーは、ディスク容量の契約ユーザー数に含まれる。","ディスク容量はサイボウズ Office、Garoon、kintone、メールワイズの各サービスで提供され、その合計の容量を利用環境全体で使用できる。",ディスク容量や契約ユーザー数を追加する,https://jp.cybozu.help/k/ja/id/040278.html#disk_data_exceed_storage_user_10,利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,2024年10月31日改定
2,44,2025/10/15 23:06,その他,誤,C,,"添付ファイルの内容が検索されるファイル形式として、誤っているものを1つ選びなさい。","Microsoft Excelファイル","Microsoft PowerPointファイル","GIFファイル","PDFファイル",検索対象のファイル形式,https://jp.cybozu.help/k/ja/id/040690.html,検索対象のファイル形式,https://jp.cybozu.help/k/ja/id/040690.html,検索対象のファイル形式,https://jp.cybozu.help/k/ja/id/040690.html,検索対象のファイル形式,https://jp.cybozu.help/k/ja/id/040690.html,6-3-3 検索の注意点,6-3-3 検索の注意点,6-3-3 検索の注意点,6-3-3 検索の注意点,2024年10月31日改定
2,45,2025/10/15 23:06,その他,誤,D,,"スマートフォンでkintoneを利用する際の説明として、誤っているものを1つ選びなさい。","表形式、カレンダー形式、およびカスタマイズのアプリの一覧を表示できる。","検索結果には、添付された文書ファイルの内容を検索した結果も表示される。","別の画面で作業をしている途中で通知を確認した後、戻るアイコンをタップすると、作業中の画面に戻ることができる。","スマートフォン用アプリ「kintoneモバイル」は、ゲストユーザーも使用できる。",モバイル版の画面の説明,https://jp.cybozu.help/k/ja/id/040667.html,モバイル版の画面の説明,https://jp.cybozu.help/k/ja/id/040667.html,モバイル版の画面の説明,https://jp.cybozu.help/k/ja/id/040667.html,モバイル版の画面の説明,https://jp.cybozu.help/k/ja/id/040667.html,6-8-3 モバイル版の画面,6-8-3 モバイル版の画面,6-8-3 モバイル版の画面,4-4-3 ゲストの操作,2024年10月31日改定
