練習問題セット,設問,生成日時,カテゴリ,正誤,正答,あなたの回答,出題内容,選択肢A,選択肢B,選択肢C,選択肢D,選択肢A ヘルプ参照先,選択肢A ヘルプ参照先URL,選択肢B ヘルプ参照先,選択肢B ヘルプ参照先URL,選択肢C ヘルプ参照先,選択肢C ヘルプ参照先URL,選択肢D ヘルプ参照先,選択肢D ヘルプ参照先URL,選択肢A テキスト参照先,選択肢B テキスト参照先,選択肢C テキスト参照先,選択肢D テキスト参照先,対応試験
1,32,2025/10/15 22:58,管理者設定,誤,D,,"kintoneシステム管理の説明として、誤っているものを1つ選びなさい。","ゲストスペースを作成できるユーザーを追加できる。","アプリテンプレートを作成できる。","アップデートオプションの設定で、開発中の新機能の利用設定ができる。","2要素認証を使わないログインを禁止できる。",kintoneシステム管理画面を開く,https://jp.cybozu.help/k/ja/id/04046.html,kintoneシステム管理画面を開く,https://jp.cybozu.help/k/ja/id/04046.html,kintoneシステム管理画面を開く,https://jp.cybozu.help/k/ja/id/04046.html,2要素認証の利用を必須にする,https://jp.cybozu.help/general/ja/id/020470.html,5-3-5 権限の管理,5-3-2 アプリの管理,5-3-7 その他の管理,5-2-1 セキュリティの設定,2024年10月31日改定
1,33,2025/10/15 22:58,管理者設定,誤,C,,"cybozu.com共通管理で、無料で設定できないセキュリティ機能を1つ選びなさい。","Basic認証","2要素認証","セキュアアクセス","IPアドレス制限",セキュリティ設定,https://jp.cybozu.help/general/ja/id/02038.html,セキュリティ設定,https://jp.cybozu.help/general/ja/id/02038.html,セキュリティ設定,https://jp.cybozu.help/general/ja/id/02038.html,セキュリティ設定,https://jp.cybozu.help/general/ja/id/02038.html,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,5-2-1 セキュリティの設定,2024年10月31日改定
1,34,2025/10/15 22:58,管理者設定,誤,B,,"監査ログについて、誤っているものを1つ選びなさい。","監査ログの保存期間を設定することができる。","ファイル読み込みに対し、「読み込み完了時」のログのみが記録される。","「cybozu.com共通管理」から閲覧とダウンロードができる。","監査ログの保存期間は、6週間から10年間の間で指定できる。",監査ログの保存期間を設定する,https://jp.cybozu.help/general/ja/id/020104.html,ファイル読み込みの監査ログを確認する,https://jp.cybozu.help/k/ja/id/04055.html,kintoneの監査ログの確認方法／ログ一覧,https://jp.cybozu.help/k/ja/id/04054.html,監査ログの保存期間を設定する,https://jp.cybozu.help/general/ja/id/020104.html,5-2-2 監査ログ,5-2-2 監査ログ,5-2-2 監査ログ,5-2-2 監査ログ,2024年10月31日改定
1,35,2025/10/15 22:58,管理者設定,誤,B,,"cybozu.com共通管理者ができないことを1つ選びなさい。","監査ログの閲覧やダウンロード","削除したユーザーの復旧","Webhookの送信を禁止","ユーザーや組織の追加、削除",管理者の種類,https://jp.cybozu.help/k/ja/id/04058.html,管理者の種類,https://jp.cybozu.help/k/ja/id/04058.html,Webhookの利用を禁止する（cybozu.com共通管理者の操作）,https://jp.cybozu.help/k/ja/id/040793.html#set_webhook_disabled_webhook_20,管理者の種類,https://jp.cybozu.help/k/ja/id/04058.html,5-2-2 監査ログ,5-1-2 ユーザーの設定,5-2-3 外部連携,5-1-2 ユーザーの設定,2024年10月31日改定
1,36,2025/10/15 22:58,管理者設定,誤,BC,,"「cybozu.com共通管理」→「グループ（ロール）」の説明として誤っているものをすべて選びなさい。","動的グループでは、誕生日などの条件を指定してグループを構成することができる。","動的グループの所属ユーザーは、ユーザーごとに追加や削除ができる。","静的グループの所属ユーザーは、ユーザーに設定する役職や所属する組織に応じて変わる。","静的グループに所属するユーザーは、CSVファイルを使用して一括登録できる。",動的グループ,https://jp.cybozu.help/general/ja/id/020179.html#list_group_feature_2020,動的グループ,https://jp.cybozu.help/general/ja/id/020179.html#list_group_feature_2020,静的グループ,https://jp.cybozu.help/general/ja/id/020179.html#list_group_feature_2010,ユーザーが所属するグループ（ロール）のファイルフォーマット,https://jp.cybozu.help/general/ja/id/020148.html,5-1-5 グループ（ロール）と所属ユーザーの設定,5-1-5 グループ（ロール）と所属ユーザーの設定,5-1-5 グループ（ロール）と所属ユーザーの設定,5-1-5 グループ（ロール）と所属ユーザーの設定,2024年10月31日改定
1,37,2025/10/15 22:58,管理者設定,誤,AB,,"組織の設定に関する説明として、正しいものをすべて選びなさい。","ユーザーが複数の組織に所属する場合、プロフィールなどで優先的に表示する組織を指定することができる。","組織を登録すると、アクセス権や通知先の設定を、組織単位でできるようになる。","組織の管理者は、すべての組織とその子組織に対して、組織の管理者を追加できる。","組織の管理者は、組織の事前設定ができる。",「優先する組織」を変更する,https://jp.cybozu.help/general/ja/id/020238.html,組織の設定,https://jp.cybozu.help/general/ja/id/020161.html,組織の管理者が操作できること,https://jp.cybozu.help/general/ja/id/02010.html#list_administrator_uma_20,組織の管理者とは,https://jp.cybozu.help/general/ja/id/02010.html,5-1-2 ユーザーの設定,3-6-2 アプリのアクセス権,5-1-3 組織の設定,5-1-3 組織の設定,2024年10月31日改定
1,38,2025/10/15 22:58,管理者設定,誤,B,,"「kintoneシステム管理」→「アプリ管理」で確認できる内容として、誤っているものを1つ選びなさい。","作成できるアプリ数の上限","アプリの監査ログ","1日のAPIを利用したリクエスト数","アプリの所属スペース",アプリ管理画面でアプリの一覧を確認する,https://jp.cybozu.help/k/ja/id/04012.html,アプリ管理画面でアプリの一覧を確認する,https://jp.cybozu.help/k/ja/id/04012.html,アプリ管理画面でアプリの一覧を確認する,https://jp.cybozu.help/k/ja/id/04012.html,アプリ管理画面でアプリの一覧を確認する,https://jp.cybozu.help/k/ja/id/04012.html,5-3-2 アプリの管理,5-3-2 アプリの管理,5-3-2 アプリの管理,5-3-2 アプリの管理,2024年10月31日改定
1,39,2025/10/15 22:58,その他,誤,AD,,"kintoneの各コースの説明として、誤っているものをすべて選びなさい。","アプリ数は、ライトコースでは上限があるが、スタンダードコースは無制限で作成できる。","スタンダードコースでは、JavaScriptやCSSファイルを利用したカスタマイズを行うことができる。","ライトコース、スタンダードコースともに、メール・電話によるサポートを受けることができる。","1つの環境で、ユーザーごとに契約コースを分けることができる。",料金,https://kintone.cybozu.co.jp/price/,料金,https://kintone.cybozu.co.jp/price/,料金,https://kintone.cybozu.co.jp/price/,契約コースをユーザーごとに分けられますか？,https://jp.cybozu.help/k/ja/id/040419.html,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,2024年10月31日改定
1,40,2025/10/15 22:58,その他,誤,ABD,,"APIを使ったシステム連携の説明として、適切なものをすべて選びなさい。","kintoneで蓄積したデータをほかのシステムでも利用できる。","ほかのプログラムから、データの登録や更新、削除ができる。","契約コースにかかわらずAPIを利用できる。","ほかのシステムのデータをkintoneでも利用できる。",APIトークンを生成する,https://jp.cybozu.help/k/ja/id/040471.html,APIトークンを生成する,https://jp.cybozu.help/k/ja/id/040471.html,APIトークンを生成する,https://jp.cybozu.help/k/ja/id/040471.html,APIトークンを生成する,https://jp.cybozu.help/k/ja/id/040471.html,3-5-3 APIトークン,3-5-3 APIトークン,6-7-0 契約,3-5-3 APIトークン,2024年10月31日改定
1,41,2025/10/15 22:58,その他,誤,D,,"ピープルの説明として、正しいものを1つ選びなさい。","ピープルに投稿後、自分以外のすべてのユーザーが通知を受け取る。","ほかのユーザーのピープルにはコメントを投稿できない。","ピープル機能の利用を中止したい場合は、cybozu.com共通管理で機能を無効にできる。","個人メッセージは、送信者と受信者以外には非公開である。",ピープル,https://jp.cybozu.help/k/ja/id/040679.html,ピープル,https://jp.cybozu.help/k/ja/id/040679.html,ピープル,https://jp.cybozu.help/k/ja/id/040679.html,メッセージ,https://jp.cybozu.help/k/ja/id/040651.html,6-5-2 ピープル,6-5-2 ピープル,5-3-7 その他の管理,6-5-2 ピープル,2024年10月31日改定
1,42,2025/10/15 22:58,その他,誤,BD,," 「お気に入り」に登録できないものをすべて選びなさい。","アプリ","ピープル","スペース","外部WebページのURL",お気に入り,https://jp.cybozu.help/k/ja/id/04093.html,お気に入り,https://jp.cybozu.help/k/ja/id/04093.html,お気に入り,https://jp.cybozu.help/k/ja/id/04093.html,お気に入り,https://jp.cybozu.help/k/ja/id/04093.html,6-2-1 お気に入り,6-2-1 お気に入り,6-2-1 お気に入り,6-2-1 お気に入り,2024年10月31日改定
1,43,2025/10/15 22:58,その他,誤,CD,,"kintoneのディスク容量に関する説明として、誤っているものをすべて選びなさい。","ディスク容量は全ユーザーで利用できる総容量である。","cybozu.com共通管理者は、ディスク使用量を確認できる。","有料のゲストユーザーを契約すると、ディスク容量が増える。","ディスク増設オプションを購入すると、ドメイン全体で利用できるディスク容量を5GB単位で追加できる。",利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,利用可能なディスク容量,https://jp.cybozu.help/k/ja/id/040276.html#disk_data_confirm_storage_capacity_10,ディスク容量や契約ユーザー数を追加する,https://jp.cybozu.help/k/ja/id/040278.html#disk_data_exceed_storage_user_10,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-7 kintoneの契約内容,6-1-3 お知らせ掲示板,2024年10月31日改定
1,44,2025/10/15 22:58,その他,誤,BD,,"自分宛の通知が送信されるケースとして、正しいものをすべて選びなさい。","自分がフォローしているピープルに、ほかのユーザーがコメントを書き込んだとき。","自分が登録したレコードに、更新やコメントの書き込みがあったとき。","アプリの条件通知でレコード編集の通知先となっている組織に自分が含まれていて、レコードが更新されたとき。","プロセス管理機能が有効なアプリで、自分が作業者として選択されたとき。",「自分宛」通知と「すべて」通知の違い,https://jp.cybozu.help/k/ja/id/040674.html,「自分宛」通知と「すべて」通知の違い,https://jp.cybozu.help/k/ja/id/040674.html,「自分宛」通知と「すべて」通知の違い,https://jp.cybozu.help/k/ja/id/040674.html,「自分宛」通知と「すべて」通知の違い,https://jp.cybozu.help/k/ja/id/040674.html,6-4-2 「自分宛」の通知と通常の通知の違い,6-4-2 「自分宛」の通知と通常の通知の違い,6-4-2 「自分宛」の通知と通常の通知の違い,6-4-2 「自分宛」の通知と通常の通知の違い,2024年10月31日改定
1,45,2025/10/15 22:58,その他,誤,ABC,,"モバイル版（スマートフォン向けの表示）でkintoneを利用する際、できない操作をすべて選びなさい。","アプリの作成および設定","スペースとスレッドの作成","ポータルのお知らせの編集","レコードの作成および編集",モバイル版でできないこと,https://jp.cybozu.help/k/ja/id/040668.html#mobile_access_smartphone_30,モバイル版でできないこと,https://jp.cybozu.help/k/ja/id/040668.html#mobile_access_smartphone_30,モバイル版でできないこと,https://jp.cybozu.help/k/ja/id/040668.html#mobile_access_smartphone_30,モバイル版でできないこと,https://jp.cybozu.help/k/ja/id/040668.html#mobile_access_smartphone_30,6-8-4 モバイル版でできないこと,6-8-4 モバイル版でできないこと,6-8-4 モバイル版でできないこと,6-8-3 モバイル版の画面,2024年10月31日改定
